raceId,Year,Race,Date,Finishers,City,State,Country,Continent,Type,Include,AgeBand,Net,Adjustment
1192,2025,Steamtown Marathon,2025-10-12,892,Scranton,PA,,,,True,1,0,0
226,2022,Air Force Marathon,2022-09-16,890,Dayton,OH,,,,True,1,0,0
231,2022,Route 66 Marathon,2022-11-19,890,Tulsa,OK,,,,True,5,0,0
823,2024,Newport Marathon (RI),2024-10-13,889,Newport,RI,,,,True,1,0,0
937,2024,Rehoboth Seashore Marathon,2024-12-07,886,Rehoboth Beach,DE,,,,True,5,0,0
240,2023,Belgrade Marathon,2023-04-22,883,Belgrade,VOJ,,,,False,1,0,0
465,2022,Rocket City Marathon,2022-12-10,883,Huntsville,AL,,,,True,1,0,0
941,2024,Space Coast Marathon,2024-12-01,880,Melbourne,FL,,,,True,1,0,0
995,2025,Oakland Marathon Running Festival,2025-03-23,878,Oakland,CA,,,,True,1,0,0
373,2024,Tobacco Road Marathon,2024-03-17,875,Cary,NC,,,,True,1,0,0
248,2024,ABP Southampton Half Marathon,2024-04-07,873,Southampton,HAM,,,,False,1,0,0
630,2022,Steamtown Marathon,2022-10-09,872,Scranton,PA,,,,True,1,0,0
631,2023,Steamtown Marathon,2023-10-08,871,Scranton,PA,,,,True,1,0,0
484,2023,Cetilar Maratona di Pisa,2023-12-15,863,Pisa,PIS,,,,False,1,0,0
279,2022,Quebec City Marathon,2022-10-01,862,Quebec City,QC,,,,True,1,0,0
408,2023,Rehoboth Seashore Marathon,2023-12-02,861,rehoboth beach,DE,,,,True,5,0,0
288,2023,Space Coast Marathon,2023-11-26,858,Melbourne,FL,,,,True,1,0,0
301,2023,Midnight Sun Marathon,2023-06-17,854,Tromsø,TRO,,,,False,1,0,0
464,2023,Sasol Marathon,2023-03-25,852,Sasolburg,FRE,,,,False,1,0,0
1081,2024,The Light At The End of the Tunnel,2024-06-09,852,North Bend,WA,,,,True,1,0,0
1029,2025,St. Louis Marathon,2025-04-27,846,St Louis,MO,,,,True,1,0,0
303,2024,Woodlands Marathon,2024-02-24,841,Houston,TX,,,,True,1,0,0
213,2024,Manitoba Marathon,2024-06-16,840,Winnpeg,MB,,,,True,5,0,0
845,2024,Mount Desert Island Marathon,2024-10-20,840,Bar Harbor,ME,,,,True,1,0,0
1188,2025,Seven Bridges Marathon,2025-10-19,840,Chattanooga,TN,,,,True,1,0,0
548,2023,Tucson Marathon,2023-12-10,839,Tucson,AZ,,,,True,1,0,0
326,2023,Marathon de Marrakech & Half Marathon,2023-01-29,838,Marrakech,0,,,,False,1,0,0
620,2023,Infantry School Cango Caves Marathon,2023-02-25,833,"Cango Caves, Oudtshoorn",WES,,,,False,1,0,0
388,2022,Atlantic City Marathon,2022-10-22,832,Atlantic City,NJ,,,,True,1,0,0
709,2024,Tunnel Lite Marathon,2024-09-08,830,North Bend,WA,,,,True,1,621,300
806,2024,City of Oaks Marathon,2024-11-03,828,Raleigh,NC,,,,True,1,0,0
302,2023,Woodlands Marathon,2023-03-04,823,Houston,TX,,,,True,1,0,0
275,2023,Carlsbad Marathon,2023-01-15,821,Carlsbad,CA,,,,True,1,0,0
287,2022,Space Coast Marathon,2022-11-27,821,Melbourne,FL,,,,True,1,0,0
432,2022,Cape Cod Marathon,2022-10-01,820,Falmouth,MA,,,,True,1,0,0
1134,2025,Akron Marathon,2025-09-27,820,Akron,OH,,,,True,1,0,0
368,2024,Metropolmarathon Furth,2024-06-16,818,Fürth,BAV,,,,False,1,0,0
100,2023,Jerusalem Marathon,2023-03-17,816,"Jerusalem, Israel",JER,,,,False,1,0,0
1184,2025,Mount Desert Island Marathon,2025-10-19,813,Bar Harbor,ME,,,,True,1,0,0
1078,2025,The Light At The End of the Tunnel,2025-06-08,811,North Bend,WA,,,,True,1,621,300
188,2023,Great Limerick Run,2023-04-30,806,Limerick,LIM,,,,False,1,0,0
260,2024,Lincoln Marathon,2024-05-05,804,Lincoln,NE,,,,True,1,0,0
457,2023,Colorado Marathon,2023-05-07,804,Fort Collins,CO,,,,True,1,0,0
259,2023,Lincoln Marathon,2023-05-07,803,Lincoln,NE,,,,True,1,0,0
572,2024,Marathon du Vignoble d'Alsace,2024-06-22,803,Molsheim,BAS,,,,False,1,0,0
354,2024,Vietnam Trail Marathon,2024-01-20,800,Moc Chau,SON,,,,False,1,0,0
813,2024,Akron Marathon,2024-09-28,789,Akron,OH,,,,True,1,0,0
314,2023,Bucharest Marathon,2023-10-15,788,Bucharest,BUC,,,,False,1,0,0
621,2024,Infantry School Cango Caves Marathon,2024-02-24,788,"Cango Caves, Oudtshoorn",WES,,,,False,1,0,0
442,2022,Grand Rapids Marathon,2022-10-16,780,Grand Rapids,MI,,,,True,1,0,0
407,2022,Rehoboth Seashore Marathon,2022-12-03,779,rehoboth beach,DE,,,,True,5,0,0
1108,2025,Jack and Jill Downhill Marathon,2025-07-27,779,Snoqualmie,WA,,,,True,1,621,300
372,2023,Tobacco Road Marathon,2023-03-19,777,Cary,NC,,,,True,1,0,0
1009,2025,Coastal Delaware Running Festival,2025-04-13,776,Dewey Beach,DE,,,,True,1,0,0
1114,2025,Tunnel Vision Marathon,2025-08-10,770,North Bend,WA,,,,True,1,621,300
334,2023,Edmonton Marathon,2023-08-20,769,Edmonton,AB,,,,True,5,0,0
757,2023,Jack and Jill Downhill Marathon,2023-07-29,764,North Bend,WA,,,,True,1,0,0
416,2023,Ventura Marathon,2023-02-26,761,Ventura,CA,,,,True,1,0,0
175,2023,Leiden Marathon,2023-05-14,758,Leiden,ZUI,,,,False,1,0,0
385,2024,Durban City Marathon,2024-03-24,757,Durban,KWA,,,,False,1,0,0
689,2023,The Light At The End of the Tunnel,2023-06-11,757,North Bend,WA,,,,True,1,0,0
654,2022,Erie Marathon,2022-09-11,756,Erie,PA,,,,True,1,0,0
306,2023,Louisiana Marathon,2023-01-14,753,Baton Rouge,LA,,,,True,1,0,0
392,2022,Maine Marathon,2022-09-24,747,Portland,ME,,,,True,1,0,0
497,2024,Timbercity Red Hill Marathon And Classic,2024-01-27,736,Cape Town,CAP,,,,False,1,0,0
185,2024,Illinois Marathon,2024-04-25,735,Champaign,IL,,,,True,1,0,0
239,2023,Kilimanjaro Marathon,2023-02-26,734,Moshi,KIL,,,,False,1,0,0
474,2024,Mayor's Marathon,2024-06-20,733,Anchorage,AK,,,,True,1,0,0
344,2023,Wilmington Marathon,2023-02-21,732,Wilmington,NC,,,,True,1,0,0
247,2023,ABP Southampton Half Marathon,2023-04-02,711,Southampton,HAM,,,,False,1,0,0
488,2023,Revel Rockies,2023-06-03,711,Denver,CO,,,,True,1,0,0
1205,2025,Two Cities Marathon,2025-11-02,711,Fresno,CA,,,,True,1,0,0
296,2024,Jeppe Marathon,2024-02-11,709,Johannesburg,GAU,,,,False,1,0,0
972,2025,Fort Lauderdale Marathon,2025-02-16,705,Ft Lauderdale,FL,,,,True,1,0,0
36,2024,Jack and Jill Downhill Marathon,2024-07-27,701,Snoqualmie,WA,,,,True,1,0,0
657,2022,Perth Marathon,2022-10-09,701,Burswood,WA,,,,False,1,0,0
339,2024,Coastal Delaware Running Festival,2024-04-13,699,Dewey Beach,DE,,,,True,1,0,0
149,2022,Nairobi Marathon,2022-10-23,696,Nairobi,CEN,,,,False,1,0,0
1200,2025,Hamilton Marathon,2025-11-01,694,Hamilton,ON,,,,True,5,0,0
343,2023,Akron Marathon,2023-09-30,693,Akron,OH,,,,True,1,0,0
342,2022,Akron Marathon,2022-09-24,692,Akron,OH,,,,True,1,0,0
359,2023,Blouberg Marathon,2023-08-27,685,"Eden On The Bay, Cape Town",CAP,,,,False,1,0,0
294,2024,Fort Lauderdale Marathon,2024-02-18,680,Fort Lauderdale,FL,,,,True,1,0,0
720,2024,Tunnel Vision Marathon,2024-08-11,680,North Bend,WA,,,,True,1,0,0
768,2023,Newport Marathon (RI),2023-10-08,677,Newport,RI,,,,True,1,0,0
328,2023,Newport Rhode Race,2023-04-15,676,Newport,RI,,,,True,1,0,0
350,2024,Green Bay Marathon,2024-05-19,674,Green Bay,WI,,,,True,1,0,0
641,2023,Sedibeng Marathon,2023-04-27,674,Vereeniging,GAU,,,,False,1,0,0
1003,2025,Knoxville Marathon,2025-04-06,674,Knoxville,TN,,,,True,1,0,0
256,2023,City of Oaks Marathon,2023-11-05,670,Raleigh,NC,,,,True,1,0,0
1140,2025,Marathon de Granby,2025-10-05,668,Granby,QC,,,,True,5,0,0
708,2023,Tunnel Lite Marathon,2023-09-10,666,North Bend,WA,,,,True,1,0,0
198,2023,Twincity Marathon,2023-03-12,665,Cyberjaya,SEL,,,,False,1,0,0
1084,2025,Mayor's Marathon,2025-06-21,665,Anchorage,AK,,,,True,1,0,0
315,2022,Boulderthon,2022-10-09,662,Boulder,CO,,,,True,1,0,0
963,2025,DONNA National Marathon,2025-02-02,661,Jacksonville Beach,FL,,,,True,1,0,0
229,2024,Oakland Marathon Running Festival,2024-03-17,660,Oakland,CA,,,,True,1,0,0
184,2022,Danske Bank Vilnius Marathon,2022-09-11,659,Vilnius,VL,,,,False,1,0,0
814,2024,Hamilton Marathon,2024-11-02,651,Hamilton,ON,,,,True,5,0,0
568,2023,Mount Desert Island Marathon,2023-10-15,650,Bar Harbor,ME,,,,True,1,0,0
313,2023,Salzburg Marathon,2023-05-21,647,Salzburg,SAL,,,,False,1,0,0
766,2024,Niagara Falls International Marathon,2024-10-27,646,Niagara Falls,ON,,,,False,1,0,0
195,2022,Omv Linz Marathon,2022-10-23,642,Linz,UPP,,,,False,1,0,0
420,2024,Mississauga Marathon,2024-04-28,642,Mississauga,ON,,,,True,5,0,0
338,2023,Coastal Delaware Running Festival,2023-04-15,634,Dewey Beach,DE,,,,True,1,0,0
925,2024,Baylor Scott and White BCS Marathon,2024-12-08,633,College Station,TX,,,,True,5,0,0
1032,2025,Eau Claire Marathon,2025-04-27,627,Eau Claire,WI,,,,True,1,0,0
921,2024,Jacksonville Marathon,2024-12-14,625,Jacksonville,FL,,,,True,1,0,0
923,2024,Palm Beaches Marathon,2024-12-15,623,West Palm Beach,FL,,,,True,1,0,0
822,2024,Seven Bridges Marathon,2024-10-20,622,Chattanooga,TN,,,,True,1,0,0
383,2024,Eau Claire Marathon,2024-04-28,617,Eau Claire,WI,,,,True,1,0,0
318,2024,Knoxville Marathon,2024-04-06,615,Knoxville,TN,,,,True,1,0,0
920,2024,Mississippi Gulf Coast Marathon,2024-12-15,615,Stennis Space Center,MS,,,,True,1,0,0
567,2022,Mount Desert Island Marathon,2022-10-16,613,Bar Harbor,ME,,,,True,1,0,0
224,2023,Fiducia Baden-Marathon,2023-09-17,610,Karlsruhe,BAD,,,,False,1,0,0
1025,2025,Mississauga Marathon,2025-04-27,609,Mississauga,ON,,,,True,5,0,0
398,2023,Niagara Falls International Marathon,2023-10-22,603,Niagara Falls,ON,,,,False,1,0,0
1183,2025,Mohawk-Hudson River Marathon,2025-10-12,603,Albany,NY,,,,True,1,0,0
534,2023,Asheville Marathon,2023-03-18,601,Asheville,NC,,,,True,1,0,0
212,2023,Manitoba Marathon,2023-06-18,593,Winnpeg,MB,,,,True,5,0,0
473,2023,Mayor's Marathon,2023-06-17,582,Anchorage,AK,,,,True,1,0,0
1207,2025,Harrisburg Marathon,2025-11-09,577,Harrisburg,PA,,,,True,1,0,0
381,2024,Long Island Marathon,2024-05-01,571,East Meadow,NY,,,,True,1,0,0
535,2024,Asheville Marathon,2024-03-16,570,Asheville,NC,,,,True,1,0,0
1210,2025,Manchester City Marathon,2025-11-09,570,Manchester,NH,,,,True,5,0,0
295,2023,Knysna Forest Marathon,2023-07-08,568,Knysna,WES,,,,False,1,0,0
835,2024,Manchester City Marathon,2024-11-10,567,Manchester,NH,,,,True,5,0,0
255,2022,City of Oaks Marathon,2022-11-06,565,Raleigh,NC,,,,True,1,0,0
865,2024,Harrisburg Marathon,2024-11-10,565,Harrisburg,PA,,,,True,1,0,0
491,2023,Jacksonville Marathon,2023-12-10,564,Jacksonville,FL,,,,True,1,0,0
547,2022,Tucson Marathon,2022-12-10,564,Tucson,AZ,,,,True,1,0,0
816,2024,Quad Cities Marathon,2024-09-21,563,Moline,IL,,,,True,1,0,0
274,2024,DONNA National Marathon,2024-02-03,562,Jacksonville,FL,,,,True,1,0,0
395,2023,Wizz Air Sofia Marathon,2023-08-10,560,Sofia,SOF,,,,False,1,0,0
1033,2025,Jim Thorpe Area Running Festival,2025-04-27,559,Jim Thorpe,PA,,,,True,1,0,0
426,2023,Mankato Marathon & Half Marathon,2023-10-20,557,Mankato,MN,,,,True,1,0,0
419,2023,Quad Cities Marathon,2023-09-24,555,Moline,IL,,,,True,1,0,0
454,2024,Irving Marathon,2024-03-30,555,Irving,TX,,,,True,1,0,0
1005,2025,The Cheap Marathon,2025-04-05,548,Derry,NH,,,,True,5,0,0
1211,2025,Salina Crossroads Marathon,2025-11-08,548,Salina,KS,,,,True,1,0,0
105,2023,Maratona Di Roma,2023-03-19,546,Rome,ROM,,,,False,1,0,0
441,2023,Baylor Scott and White BCS Marathon,2023-12-10,545,College Station,TX,,,,True,5,0,0
1121,2025,Cascade Express Marathon,2025-09-06,545,Snoqualmie Pass,WA,,,,True,1,481,300
993,2025,Tobacco Road Marathon,2025-03-16,543,Cary,NC,,,,True,1,0,0
1142,2025,Fox Cities Marathon,2025-09-21,543,Appleton,WI,,,,True,1,0,0
600,2024,Gateshead Half Marathon & 10k,2024-05-05,542,Gateshead,TYN,,,,False,1,0,0
1159,2025,Quad Cities Marathon,2025-09-28,539,Moline,IL,,,,True,1,0,0
1040,2025,Long Island Marathon,2025-05-04,538,East Meadow,NY,,,,True,1,0,0
749,2023,NMC Fast Race 3-in-1,2023-03-25,534,Mbombela,MPU,,,,False,1,0,0
619,2024,Sugarloaf Marathon,2024-05-12,533,Kingfield,ME,,,,True,1,0,0
664,2024,Jim Thorpe Area Running Festival,2024-04-27,533,Jim Thorpe,PA,,,,True,1,0,0
293,2023,Fort Lauderdale Marathon,2023-02-19,526,Fort Lauderdale,FL,,,,True,1,0,0
777,2024,Cascade Express Marathon,2024-09-07,526,Snoqualmie Pass,WA,,,,True,1,0,0
440,2022,Baylor Scott and White BCS Marathon,2022-12-11,523,College Station,TX,,,,True,5,0,0
211,2023,Mercedes Marathon,2023-02-11,522,Birmingham,AL,,,,False,1,0,0
382,2023,Eau Claire Marathon,2023-04-29,522,Eau Claire,WI,,,,True,1,0,0
336,2023,Christchurch Airport Marathon,2023-04-16,521,Christchurch,CAN,,,,False,1,0,0
676,2022,Harrisburg Marathon,2022-11-13,516,Harrisburg,PA,,,,True,1,0,0
990,2025,Asheville Marathon,2025-03-15,516,Asheville,NC,,,,True,1,0,0
558,2024,Mall of the North Marathon,2024-04-06,515,Polokwane,GAU,,,,False,1,0,0
851,2024,Mohawk-Hudson River Marathon,2024-10-13,513,Albany,NY,,,,True,1,0,0
1176,2025,Duke City Marathon,2025-10-19,513,Albuquerque,NM,,,,True,1,0,0
1106,2025,Charlevoix Marathon,2025-06-21,511,Charlevoix,MI,,,,True,5,0,0
719,2023,Tunnel Vision Marathon,2023-08-13,510,North Bend,WA,,,,True,1,0,0
1126,2025,Mt. Nebo Marathon,2025-09-06,510,Payson,UT,,,,True,1,1390,600
569,2023,Martha's Vineyard Marathon,2023-05-20,509,Oaks Bluff,MA,,,,True,1,0,0
574,2024,Maratonina Maga Circe,2024-02-04,509,Sabaudia,LAT,,,,False,1,0,0
317,2023,Knoxville Marathon,2023-04-01,508,Knoxville,TN,,,,True,1,0,0
968,2025,St. Petersburg Marathon,2025-02-09,507,St. Peterbusrg,FL,,,,True,1,0,0
273,2023,DONNA National Marathon,2023-02-05,506,Jacksonville,FL,,,,True,1,0,0
618,2023,Sugarloaf Marathon,2023-05-14,504,Kingfield,ME,,,,True,1,0,0
1153,2025,Mo' Cowbell Marathon,2025-10-05,504,St. Charles,MO,,,,True,1,0,0
637,2024,Charlevoix Marathon,2024-06-15,501,Charlevoix,MI,,,,True,5,0,0
577,2024,Chicagoland Marathon,2024-05-05,500,Chicago,IL,,,,True,1,0,0
349,2023,Green Bay Marathon,2023-05-21,497,Green Bay,WI,,,,True,1,0,0
1143,2025,Fox Valley Marathon,2025-09-21,497,St. Charles,IL,,,,True,1,0,0
541,2024,Newport News One City Marathon,2024-03-02,495,Newport News,VA,,,,True,1,0,0
818,2024,Duke City Marathon,2024-10-20,494,Albuquerque,NM,,,,True,1,0,0
402,2023,Duke City Marathon,2023-10-22,489,Albuquerque,NM,,,,True,1,0,0
322,2023,Mo' Cowbell Marathon,2023-10-01,488,St Charles,MO,,,,True,1,0,0
450,2024,Garmin Marathon,2024-04-20,488,Olathe,KS,,,,True,1,0,0
830,2024,Fox Valley Marathon,2024-09-22,488,"St. Charles, IL",IL,,,,True,1,0,0
1049,2025,Chicagoland Marathon,2025-05-04,488,Chicago,IL,,,,True,1,0,0
767,2024,Two Cities Marathon,2024-11-03,487,Fresno,CA,,,,True,1,0,0
989,2025,Coast Guard Marathon,2025-03-09,486,Elizabeth City,NC,,,,True,1,0,0
812,2024,Mo' Cowbell Marathon,2024-10-06,483,St Charles,MO,,,,True,1,0,0
410,2023,Two Cities Marathon,2023-11-05,481,Fresno,CA,,,,True,1,0,0
414,2023,Mississippi Gulf Coast Marathon,2023-12-09,478,Stennis Space Center,MS,,,,True,1,0,0
517,2024,Coast Guard Marathon,2024-04-05,478,Elizabeth City,NC,,,,True,1,0,0
487,2024,Blue Ridge Marathon,2024-04-01,477,Roanoke,VA,,,,True,1,0,0
69,2023,Seven Bridges Marathon,2023-10-15,476,Chattanooga,TN,,,,True,1,0,0
1198,2025,Bass Pro Shops Marathon,2025-11-02,476,Springfield,MO,,,,True,1,0,0
983,2025,Newport News One City Marathon,2025-03-02,474,Newport News,VA,,,,True,1,0,0
999,2025,Irving Marathon,2025-03-30,472,Irving,TX,,,,True,1,0,0
379,2024,Run the Alamo Marathon,2024-03-03,471,San Antonio,TX,,,,True,1,0,0
228,2023,Oakland Marathon Running Festival,2023-03-19,470,Oakland,CA,,,,True,1,0,0
1212,2025,Fort Worth Marathon,2025-11-09,470,Fort Worth,TX,,,,True,1,0,0
562,2024,MARATONA  DI SAN VALENTINO,2024-02-18,469,Terni,TER,,,,False,1,0,0
448,2023,Hamilton Marathon,2023-11-05,468,Hamilton,ON,,,,True,5,0,0
525,2024,Avenue of the Giants Marathon,2024-05-05,467,Weott,CA,,,,True,1,0,0
958,2025,Clearwater Marathon,2025-01-25,466,Clearwater,FL,,,,True,5,0,0
1164,2025,Tunnel Lite Marathon,2025-09-14,466,North Bend,WA,,,,True,1,621,300
523,2024,Delaware Marathon,2024-04-21,464,Wilmington,DE,,,,True,1,0,0
677,2023,Harrisburg Marathon,2023-11-12,464,Harrisburg,PA,,,,True,1,0,0
415,2023,Espoo Rantamaraton,2023-09-16,462,Espoo,ETE,,,,False,1,0,0
522,2023,Delaware Marathon,2023-04-22,462,Wilmington,DE,,,,True,1,0,0
418,2022,Quad Cities Marathon,2022-09-25,461,Moline,IL,,,,True,1,0,0
477,2023,Fox Valley Marathon,2023-09-17,460,"St. Charles, IL",IL,,,,True,1,0,0
1020,2025,Garmin Marathon,2025-04-26,454,Olathe,KS,,,,True,1,0,0
435,2023,Palm Beaches Marathon,2023-12-09,453,West Palm Beach,FL,,,,True,1,0,0
837,2024,Salina Crossroads Marathon,2024-11-02,453,Salina,KS,,,,True,1,0,0
529,2023,Manchester City Marathon,2023-11-12,452,Manchester,NH,,,,True,5,0,0
576,2023,Chicagoland Marathon,2023-05-07,452,Chicago,IL,,,,True,1,0,0
686,2022,Chelmsford Parks Marathon,2022-10-16,450,Chelmsford,ESS,,,,False,1,0,0
220,2024,Dead Sea Marathon,2024-02-02,449,Ean Kadi,CEN,,,,False,1,0,0
1119,2025,Marquette Marathon,2025-08-30,448,Marquette,MI,,,,True,5,0,0
1216,2025,Garmin Tucson Marathon,2025-11-15,447,Tucson,AZ,,,,True,1,0,0
476,2022,Fox Valley Marathon,2022-09-18,445,"St. Charles, IL",IL,,,,True,1,0,0
528,2022,Manchester City Marathon,2022-11-13,440,Manchester,NH,,,,True,5,0,0
1145,2025,Hamptons Marathon,2025-09-27,440,Southampton,NY,,,,True,1,0,0
1197,2025,Spinx Runfest Marathon,2025-10-25,439,Greenville,SC,,,,True,1,0,0
595,2023,Mohawk-Hudson River Marathon,2023-10-08,438,Albany,NY,,,,True,1,0,0
788,2024,Nashville Marathon,2024-10-26,437,Nashville,TN,,,,True,1,0,0
1128,2025,Georgina Marathon,2025-09-07,437,Jacksons Point,ON,,,,True,1,0,0
397,2022,Niagara Falls International Marathon,2022-10-23,435,Niagara Falls,ON,,,,False,1,0,0
1004,2025,Delaware Marathon,2025-04-06,435,Wilmingto,DE,,,,True,1,0,0
449,2023,Garmin Marathon,2023-04-22,432,Olathe,KS,,,,True,1,0,0
1139,2025,Colorado Springs Marathon,2025-10-04,432,Colorado Springs,CO,,,,True,1,0,0
976,2025,El Paso Marathon,2025-02-23,431,El Paso,TX,,,,True,5,0,0
1013,2025,Blue Ridge Marathon,2025-04-13,431,Roanoke,VA,,,,True,1,0,0
380,2023,Long Island Marathon,2023-05-01,430,East Meadow,NY,,,,True,1,0,0
73,2024,Catalina Marathon,2024-03-09,429,Avalon,CA,,,,False,1,0,0
1107,2025,Deseret News Classic Marathon,2025-07-24,426,Salt Lake City,UT,,,,True,1,969,600
135,2023,Marquette Marathon,2023-09-02,425,Marquette,MI,,,,True,1,0,0
1141,2025,Equinox Marathon,2025-09-20,424,Fairbanks,AK,,,,True,1,0,0
136,2024,Marquette Marathon,2024-08-31,423,Marquette,MI,,,,True,1,0,0
391,2023,Run Galway Bay,2023-10-07,421,Galway,GAL,,,,False,1,0,0
956,2025,Big Beach Marathon,2025-01-26,420,Gulf Shores,AL,,,,True,1,0,0
348,2024,Milwaukee Marathon,2024-04-13,419,Milwaukee,WI,,,,True,1,0,0
594,2022,Mohawk-Hudson River Marathon,2022-10-09,419,Albany,NY,,,,True,1,0,0
321,2022,Mo' Cowbell Marathon,2022-10-02,418,St Charles,MO,,,,True,1,0,0
490,2022,Jacksonville Marathon,2022-12-11,418,Jacksonville,FL,,,,True,1,0,0
1201,2025,Louisville Marathon,2025-11-02,418,Louisville,KY,,,,True,1,0,0
394,2022,Wizz Air Sofia Marathon,2022-10-09,417,Sofia,SOF,,,,False,1,0,0
453,2023,Irving Marathon,2023-04-01,417,Irving,TX,,,,True,1,0,0
815,2024,Marathon de Granby,2024-10-06,417,Granby,QC,,,,True,5,0,0
636,2023,Charlevoix Marathon,2023-06-17,416,Charlevoix,MI,,,,True,5,0,0
447,2022,Hamilton Marathon,2022-11-05,414,Hamilton,ON,,,,True,5,0,0
461,2024,Coeur d' Alene Marathon,2024-05-25,413,Coeur D'alene,ID,,,,True,1,0,0
564,2024,Big Beach Marathon,2024-01-27,413,Gulf Shores,AL,,,,True,1,0,0
1065,2025,Coeur d' Alene Marathon,2025-05-25,413,Cour D'alene,ID,,,,True,1,0,0
680,2023,The Cheap Marathon,2023-04-16,411,Salisbury,MA,,,,True,5,0,0
378,2023,Run the Alamo Marathon,2023-03-05,409,San Antonio,TX,,,,True,1,0,0
413,2022,Mississippi Gulf Coast Marathon,2022-12-10,408,Stennis Space Center,MS,,,,True,1,0,0
456,2024,Town of Celebration Marathon,2024-01-28,407,Celebration,FL,,,,True,1,0,0
825,2024,Bass Pro Shops Marathon,2024-11-03,407,Springfield,MO,,,,True,1,0,0
455,2023,Town of Celebration Marathon,2023-01-29,406,Celebration,FL,,,,True,1,0,0
475,2022,LANZAROTE INTERNATIONAL MARATHON,2022-12-03,406,Lanzarote,LAS,,,,False,1,0,0
412,2023,Fox Cities Marathon,2023-09-16,403,Appleton,WI,,,,True,1,0,0
612,2023,Chelmsford Marathon,2023-10-15,403,Chelmsford,ESS,,,,False,1,0,0
774,2024,Hamptons Marathon,2024-09-28,402,Southampton,NY,,,,True,1,0,0
868,2024,Equinox Marathon,2024-09-21,402,Fairbanks,AK,,,,True,1,0,0
234,2023,Wachau Halbmarathon,2023-09-16,400,Krems An Der Donau,LOW,,,,False,1,0,0
663,2023,Jim Thorpe Area Running Festival,2023-04-29,400,Jim Thorpe,PA,,,,True,1,0,0
1044,2025,Tacoma City Marathon,2025-05-04,400,Tacoma,WA,,,,True,1,0,0
1196,2025,Ocean State Rhode Races,2025-10-26,399,Narragansett,RI,,,,True,1,0,0
955,2025,Classic City Marathon,2025-01-25,398,Athens,GA,,,,True,1,0,0
502,2024,St. Petersburg Marathon,2024-02-11,396,St. Petersburg,FL,,,,True,1,0,0
210,2023,Radisson Blue Larnaka International Marathon,2023-11-19,395,Larnaka,LAR,,,,False,1,0,0
409,2022,Two Cities Marathon,2022-11-06,395,Fresno,CA,,,,True,1,0,0
1034,2025,Avenue of the Giants Marathon,2025-05-04,395,Weott,CA,,,,True,1,0,0
437,2024,Banff Marathon and Half Marathon,2024-06-16,394,Banff,AB,,,,False,1,0,0
681,2024,The Cheap Marathon,2024-04-20,394,Salisbury,MA,,,,True,5,0,0
588,2024,Tacoma City Marathon,2024-04-27,393,Tacoma,WA,,,,True,1,0,0
1062,2025,Green Bay Marathon,2025-05-18,392,Green Bay,WI,,,,True,1,0,0
759,2024,Classic City Marathon,2024-01-28,391,Athens,GA,,,,True,1,0,0
561,2023,MARATONA  DI SAN VALENTINO,2023-02-19,390,Terni,TER,,,,False,1,0,0
1186,2025,Prairie Fire Wichita Marathon,2025-10-12,389,Wichita,KS,,,,True,1,0,0
405,2022,Nashville Marathon,2022-11-12,388,Nashville,TN,,,,True,1,0,0
424,2024,Clearwater Marathon,2024-01-27,388,Clearwater,FL,,,,True,5,0,0
988,2025,Catalina Marathon,2025-03-08,388,Avalon,CA,,,,False,1,0,0
1215,2025,D&L Heritage Marathon,2025-11-09,388,Slatington,PA,,,,True,1,0,0
436,2023,Banff Marathon and Half Marathon,2023-06-18,386,Banff,AB,,,,False,1,0,0
72,2023,Catalina Marathon,2023-03-11,385,Avalon,CA,,,,False,1,0,0
400,2022,Dingle Marathon,2022-09-03,385,Dingle,KER,,,,False,1,0,0
401,2022,Duke City Marathon,2022-10-16,385,Albuquerque,NM,,,,True,1,0,0
650,2023,Run Through Battersea Park,2023-10-22,385,London,LON,,,,False,1,0,0
662,2024,Super Marathon,2024-06-22,384,Snoqualmie Pass,WA,,,,True,1,0,0
524,2023,Avenue of the Giants Marathon,2023-05-07,383,Weott,CA,,,,True,1,0,0
1054,2025,Sugarloaf Marathon,2025-05-11,383,Kingfield,ME,,,,True,1,0,0
1085,2025,Super Marathon,2025-06-21,383,Snoqualmie Pass,WA,,,,True,1,481,300
555,2023,WhistleStop Marathon,2023-10-14,382,Ashland,WI,,,,True,1,0,0
563,2023,Big Beach Marathon,2023-01-28,382,Gulf Shores,AL,,,,True,1,0,0
370,2024,Deseret News Classic Marathon,2024-07-24,381,Salt Lake City,UT,,,,True,1,0,0
985,2025,Run the Alamo Marathon,2025-03-02,381,San Antonio,TX,,,,True,1,0,0
1039,2025,Kalamazoo Marathon,2025-05-04,380,Kalamazoo,MI,,,,True,1,0,0
1182,2025,Mankato Marathon & Half Marathon,2025-10-18,380,Mankato,MN,,,,True,1,0,0
679,2023,Equinox Marathon,2023-09-16,379,Fairbanks,AK,,,,True,1,0,0
1202,2025,Marshall University Marathon,2025-11-02,379,Huntington,WV,,,,True,1,0,0
957,2025,Town of Celebration Marathon,2025-01-26,376,Celebration,FL,,,,True,1,0,0
836,2024,Colorado Springs Marathon,2024-09-28,374,Colorado Springs,CO,,,,True,1,0,0
540,2023,Newport News One City Marathon,2023-03-04,373,Newport News,VA,,,,True,1,0,0
